,_id,territory,lieu_id,territory,verified,typeAccount,compte activé,compte non validé,non lié,Niveau de validation des comptes
1878,5ba8d52af178012f832737d9,95,4494,95,False,INVITATION,0,0,0,0
1879,5ba8e7aef178012f832737db,95,4496,95,True,USER,1,0,0,1
1880,5ba8f675f178012f832737dd,95,4498,95,,,0,0,3,3
1881,5ba9f795f178012f832737de,95,4499,95,False,INVITATION,0,0,0,0
1882,5baa00b2f178012f832737df,95,4500,95,,,0,0,3,3
1883,5baa0649f178012f832737e0,95,4501,95,,,0,0,3,3
1884,5baa0bf7bf7ccc6fdb328fcb,95,4502,95,False,INVITATION,0,0,0,0
1885,5baa2be2bf7ccc6fdb328fcd,95,4504,95,,,0,0,3,3
1886,5baa30f3bf7ccc6fdb328fce,95,4505,95,,,0,0,3,3
1887,5baa487cbf7ccc6fdb328fd0,95,4507,95,,,0,0,3,3
1888,5baa4fe6bf7ccc6fdb328fd1,95,4508,95,False,INVITATION,0,0,0,0
1889,5bab55d2bf7ccc6fdb328fd2,95,4509,95,False,INVITATION,0,0,0,0
1890,5baba75bbf7ccc6fdb328fd3,94,4510,94,True,USER,1,0,0,1
1891,5babaa2ebf7ccc6fdb328fd4,94,4511,94,True,USER,1,0,0,1
1892,5babb171bf7ccc6fdb328fd5,94,4512,94,True,USER,1,0,0,1
1893,5bacb3f6bf7ccc6fdb328fd6,94,4513,94,True,USER,1,0,0,1
1894,5bacec60bf7ccc6fdb328fd8,95,4515,95,,,0,0,3,3
1895,5bae2c5fbf7ccc6fdb328fd9,95,4516,95,False,INVITATION,0,0,0,0
1896,5bae45dcbf7ccc6fdb328fda,95,4517,95,,,0,0,3,3
1897,5bb1dd9ebf7ccc6fdb328fdd,95,4520,95,,,0,0,3,3
1898,5bb2244bbf7ccc6fdb328fde,94,4521,94,True,USER,1,0,0,1
1899,5bb2322bbf7ccc6fdb328fdf,95,4522,95,False,INVITATION,0,0,0,0
1900,5bb23798bf7ccc6fdb328fe0,94,4523,94,True,USER,1,0,0,1
1901,5bb23855bf7ccc6fdb328fe1,95,4524,95,False,INVITATION,0,0,0,0
1902,5bb23c1fbf7ccc6fdb328fe2,94,4525,94,True,USER,1,0,0,1
1903,5bb23e75bf7ccc6fdb328fe3,94,4526,94,True,USER,1,0,0,1
1904,5bb241c4bf7ccc6fdb328fe4,94,4527,94,True,USER,1,0,0,1
1905,5bb244edbf7ccc6fdb328fe5,94,4528,94,True,USER,1,0,0,1
1906,5bb246d3bf7ccc6fdb328fe6,94,4529,94,True,USER,1,0,0,1
1907,5bb24929bf7ccc6fdb328fe7,94,4530,94,True,USER,1,0,0,1
1908,5bb24ba4bf7ccc6fdb328fe8,94,4531,94,True,USER,1,0,0,1
1909,5bb333f0bf7ccc6fdb328fe9,94,4532,94,True,USER,1,0,0,1
1910,5bb5f5bdbf7ccc6fdb328feb,95,4534,95,False,INVITATION,0,0,0,0
1911,5bb60327bf7ccc6fdb328fec,44,4535,44,True,USER,1,0,0,1
1912,5bb60b4fbf7ccc6fdb328fed,95,4536,95,,,0,0,3,3
1913,5bb6205fbf7ccc6fdb328fee,95,4537,95,,,0,0,3,3
1914,5bb6212dbf7ccc6fdb328fef,95,4538,95,,,0,0,3,3
1915,5bb626ccbf7ccc6fdb328ff0,95,4539,95,,,0,0,3,3
1916,5bb62825bf7ccc6fdb328ff1,95,4540,95,,,0,0,3,3
1917,5bb628dabf7ccc6fdb328ff2,95,4541,95,,,0,0,3,3
1918,5bb62a03bf7ccc6fdb328ff3,95,4542,95,,,0,0,3,3
1919,5bb62d3abf7ccc6fdb328ff4,95,4543,95,,,0,0,3,3
1920,5bb62ea4bf7ccc6fdb328ff5,95,4544,95,,,0,0,3,3
1921,5bb62f8bbf7ccc6fdb328ff6,95,4545,95,True,USER,1,0,0,1
1922,5bb6320abf7ccc6fdb328ff8,95,4547,95,,,0,0,3,3
1923,5bbdda728769d9061bcd6717,93,4549,93,True,USER,1,0,0,1
1924,5bbddb798769d9061bcd6718,93,4550,93,True,USER,1,0,0,1
1925,5bbdde228769d9061bcd6719,93,4551,93,True,USER,1,0,0,1
1926,5bbf0d9b8769d9061bcd671a,93,4552,93,False,INVITATION,0,0,0,0
1927,5bbf1fe68769d9061bcd671b,93,4553,93,True,USER,1,0,0,1
1928,5bbf21cb8769d9061bcd671c,93,4554,93,True,USER,1,0,0,1
1929,5bc4677a8769d9061bcd671d,93,4555,93,False,INVITATION,0,0,0,0
1930,5bc5aeb78769d9061bcd672a,93,4568,93,False,INVITATION,0,0,0,0
1931,5bc5bbb68769d9061bcd672c,33,4570,33,False,INVITATION,0,0,0,0
1932,5bc5c22f8769d9061bcd672e,33,4572,33,True,USER,1,0,0,1
1933,5bc5dd3a8769d9061bcd6731,33,4575,33,True,USER,1,0,0,1
1934,5bc5df798769d9061bcd6733,33,4577,33,True,USER,1,0,0,1
1935,5bc5e26f8769d9061bcd6734,33,4578,33,True,USER,1,0,0,1
1936,5bc5e4b68769d9061bcd6735,33,4579,33,True,USER,1,0,0,1
1937,5bc5e73c8769d9061bcd6736,33,4580,33,True,USER,1,0,0,1
1938,5bc5e7b58769d9061bcd6737,44,4581,44,False,INVITATION,0,0,0,0
1939,5bc5e8998769d9061bcd6739,33,4583,33,True,USER,1,0,0,1
1940,5bc5e96f8769d9061bcd673a,33,4584,33,True,USER,1,0,0,1
1941,5bc5ec9e8769d9061bcd673b,33,4585,33,True,USER,1,0,0,1
1942,5bc5eec08769d9061bcd673d,33,4587,33,True,USER,1,0,0,1
1943,5bc5eff78769d9061bcd673e,33,4588,33,True,USER,1,0,0,1
1944,5bc5f2968769d9061bcd673f,33,4589,33,False,INVITATION,0,0,0,0
1945,5bc5f5bd8769d9061bcd6740,33,4590,33,False,INVITATION,0,0,0,0
1946,5bc5f73e8769d9061bcd6741,33,4591,33,False,INVITATION,0,0,0,0
1947,5bc5f9908769d9061bcd6742,33,4592,33,False,INVITATION,0,0,0,0
1948,5bc5fa4b8769d9061bcd6743,33,4593,33,False,INVITATION,0,0,0,0
1949,5bc6fb138769d9061bcd6744,93,4594,93,True,USER,1,0,0,1
1950,5bc72e798769d9061bcd6745,33,4595,33,False,INVITATION,0,0,0,0
1951,5bc72f9f8769d9061bcd6746,33,4596,33,False,INVITATION,0,0,0,0
1952,5bc731a68769d9061bcd6747,33,4597,33,False,INVITATION,0,0,0,0
1953,5bc733268769d9061bcd6748,33,4598,33,False,INVITATION,0,0,0,0
1954,5bc734538769d9061bcd6749,33,4599,33,False,INVITATION,0,0,0,0
1955,5bc735258769d9061bcd674a,33,4600,33,False,INVITATION,0,0,0,0
1956,5bc736338769d9061bcd674b,33,4601,33,False,INVITATION,0,0,0,0
1957,5bc736f98769d9061bcd674c,33,4602,33,False,INVITATION,0,0,0,0
1958,5bc740bc8769d9061bcd674d,33,4603,33,False,INVITATION,0,0,0,0
1959,5bc7419c8769d9061bcd674e,33,4604,33,False,INVITATION,0,0,0,0
1960,5bc743b18769d9061bcd674f,33,4605,33,False,INVITATION,0,0,0,0
1961,5bc746fa8769d9061bcd6750,33,4606,33,True,USER,1,0,0,1
1962,5bc74ba78769d9061bcd6751,33,4607,33,False,INVITATION,0,0,0,0
1963,5bc885b28769d9061bcd6752,33,4608,33,False,INVITATION,0,0,0,0
1964,5bc886e48769d9061bcd6753,33,4609,33,False,INVITATION,0,0,0,0
1965,5bc887e98769d9061bcd6754,33,4610,33,False,INVITATION,0,0,0,0
1966,5bc888b38769d9061bcd6755,33,4611,33,False,INVITATION,0,0,0,0
1967,5bc88d2d8769d9061bcd6756,92,4612,92,True,USER,1,0,0,1
1968,5bc8900b8769d9061bcd6757,33,4613,33,False,INVITATION,0,0,0,0
1969,5bc8918b8769d9061bcd6758,33,4614,33,False,INVITATION,0,0,0,0
1970,5bc8954d8769d9061bcd6759,33,4615,33,False,INVITATION,0,0,0,0
1971,5bc8981a8769d9061bcd675a,33,4616,33,False,INVITATION,0,0,0,0
1972,5bc899d78769d9061bcd675c,33,4618,33,False,INVITATION,0,0,0,0
1973,5bc89a488769d9061bcd675d,33,4619,33,False,INVITATION,0,0,0,0
1974,5bc89b2c8769d9061bcd675e,33,4620,33,False,INVITATION,0,0,0,0
1975,5bc89c738769d9061bcd675f,33,4621,33,False,INVITATION,0,0,0,0
1976,5bc89e598769d9061bcd6760,33,4622,33,False,INVITATION,0,0,0,0
1977,5bc89f338769d9061bcd6761,33,4623,33,False,INVITATION,0,0,0,0
1978,5bc89feb8769d9061bcd6762,33,4624,33,False,INVITATION,0,0,0,0
1979,5bc8a1148769d9061bcd6763,33,4625,33,False,INVITATION,0,0,0,0
1980,5bc8a19c8769d9061bcd6764,33,4626,33,False,INVITATION,0,0,0,0
1981,5bc8a2428769d9061bcd6765,33,4627,33,False,INVITATION,0,0,0,0
1982,5bc8a6f58769d9061bcd6766,33,4628,33,False,INVITATION,0,0,0,0
1983,5bc9a23c8769d9061bcd6768,33,4630,33,True,USER,1,0,0,1
1984,5bc9a4238769d9061bcd6769,33,4631,33,True,USER,1,0,0,1
1985,5bc9a6758769d9061bcd676a,33,4632,33,False,INVITATION,0,0,0,0
1986,5bc9a91c8769d9061bcd676b,33,4633,33,False,INVITATION,0,0,0,0
1987,5bc9aa6f8769d9061bcd676c,33,4634,33,False,INVITATION,0,0,0,0
1988,5bc9abe18769d9061bcd676d,33,4635,33,True,USER,1,0,0,1
1989,5bc9ad598769d9061bcd676e,33,4636,33,False,INVITATION,0,0,0,0
1990,5bc9b0588769d9061bcd676f,33,4637,33,False,INVITATION,0,0,0,0
1991,5bc9b1a08769d9061bcd6770,33,4638,33,False,INVITATION,0,0,0,0
1992,5bc9b2988769d9061bcd6771,33,4639,33,False,INVITATION,0,0,0,0
1993,5bc9ca8c8769d9061bcd6772,33,4640,33,False,INVITATION,0,0,0,0
1994,5bc9cbf18769d9061bcd6773,33,4641,33,True,USER,1,0,0,1
1995,5bc9cd2b8769d9061bcd6774,33,4642,33,False,INVITATION,0,0,0,0
1996,5bc9cf7e8769d9061bcd6775,33,4643,33,True,USER,1,0,0,1
1997,5bc9d2e68769d9061bcd6777,33,4645,33,False,INVITATION,0,0,0,0
1998,5bc9d5aa8769d9061bcd6778,33,4646,33,True,USER,1,0,0,1
1999,5bc9d7838769d9061bcd6779,33,4647,33,False,INVITATION,0,0,0,0
2000,5bc9d9ac8769d9061bcd677a,33,4648,33,False,INVITATION,0,0,0,0
2001,5bc9e4198769d9061bcd677b,33,4649,33,True,USER,1,0,0,1
2002,5bc9e7a68769d9061bcd677c,33,4650,33,True,USER,1,0,0,1
2003,5bc9ea638769d9061bcd677d,33,4651,33,True,USER,1,0,0,1
2004,5bcdad308769d9061bcd677e,93,4652,93,False,INVITATION,0,0,0,0
2005,5bcdc7618769d9061bcd677f,33,4653,33,False,INVITATION,0,0,0,0
2006,5bcdc94d8769d9061bcd6780,33,4654,33,False,INVITATION,0,0,0,0
2007,5bcdca9d8769d9061bcd6781,33,4655,33,False,INVITATION,0,0,0,0
2008,5bcdd0ed8769d9061bcd6783,33,4657,33,False,INVITATION,0,0,0,0
2009,5bcdd4bd8769d9061bcd6784,33,4658,33,True,USER,1,0,0,1
2010,5bcdd6b08769d9061bcd6785,33,4659,33,True,USER,1,0,0,1
2011,5bcdd9c68769d9061bcd6786,33,4660,33,True,USER,1,0,0,1
2012,5bceebe78769d9061bcd6787,93,4661,93,True,USER,1,0,0,1
2013,5bceff498769d9061bcd6788,93,4662,93,False,INVITATION,0,0,0,0
2014,5bcf12028769d9061bcd6789,33,4663,33,False,INVITATION,0,0,0,0
2015,5bcf16e78769d9061bcd678c,33,4666,33,False,INVITATION,0,0,0,0
2016,5bcf186d8769d9061bcd678d,33,4667,33,True,USER,1,0,0,1
2017,5bd2df1f862a4175db813701,95,4668,95,,,0,0,3,3
2018,5bd2ed20862a4175db813702,95,4669,95,,,0,0,3,3
2019,5bd31d8a862a4175db813703,95,4670,95,,,0,0,3,3
2020,5bd32192862a4175db813704,95,4671,95,,,0,0,3,3
2021,5bd6e247862a4175db813705,95,4672,95,,,0,0,3,3
2022,5bd6e8a8862a4175db813706,95,4673,95,,,0,0,3,3
2023,5bd6ecc0862a4175db813707,95,4674,95,,,0,0,3,3
2024,5bd70456862a4175db813708,95,4675,95,False,INVITATION,0,0,0,0
2025,5bd709c1862a4175db813709,95,4676,95,,,0,0,3,3
2026,5bd70dc2862a4175db81370a,95,4677,95,,,0,0,3,3
2027,5bd7118c862a4175db81370b,95,4678,95,,,0,0,3,3
2028,5bd7182f862a4175db81370c,92,4679,92,True,USER,1,0,0,1
2029,5bd7189b862a4175db81370d,95,4680,95,,,0,0,3,3
2030,5bd7201e862a4175db81370e,95,4681,95,,,0,0,3,3
2031,5bd722ec862a4175db81370f,95,4682,95,,,0,0,3,3
2032,5bd82ab8862a4175db813710,95,4683,95,,,0,0,3,3
2033,5bd82d61862a4175db813711,95,4684,95,,,0,0,3,3
2034,5bd83c83862a4175db813712,95,4685,95,,,0,0,3,3
2035,5bd83e86862a4175db813713,95,4686,95,,,0,0,3,3
2036,5bd84444862a4175db813714,95,4687,95,,,0,0,3,3
2037,5bd85aaa862a4175db813715,95,4688,95,,,0,0,3,3
2038,5bd85ff2862a4175db813716,95,4689,95,,,0,0,3,3
2039,5bd86468862a4175db813717,95,4690,95,,,0,0,3,3
2040,5bd86c94862a4175db813718,95,4691,95,,,0,0,3,3
2041,5bd86f96862a4175db813719,95,4692,95,,,0,0,3,3
2042,5bd8804e862a4175db81371b,95,4694,95,,,0,0,3,3
2043,5bd98fb4862a4175db81371c,93,4695,93,False,INVITATION,0,0,0,0
2044,5bd9907d862a4175db81371d,93,4696,93,False,INVITATION,0,0,0,0
2045,5be044f7862a4175db81371e,93,4697,93,False,INVITATION,0,0,0,0
2046,5be173eb862a4175db81371f,33,4698,33,False,INVITATION,0,0,0,0
2047,5be17852862a4175db813720,33,4699,33,True,USER,1,0,0,1
2048,5be1a736862a4175db813721,33,4700,33,True,USER,1,0,0,1
2049,5be2edaa862a4175db813722,93,4701,93,,,0,0,3,3
2050,5be2f0dd862a4175db813723,33,4702,33,False,INVITATION,0,0,0,0
2051,5be2f4d9862a4175db813724,33,4703,33,False,INVITATION,0,0,0,0
2052,5be30283862a4175db813726,33,4705,33,True,USER,1,0,0,1
2053,5be30a7e862a4175db813727,33,4706,33,True,USER,1,0,0,1
2054,5be30dd7862a4175db813728,33,4707,33,False,INVITATION,0,0,0,0
2055,5be40b38862a4175db813729,93,4708,93,False,INVITATION,0,0,0,0
2056,5be56897862a4175db81372a,33,4709,33,False,INVITATION,0,0,0,0
2057,5be56ac0862a4175db81372b,33,4710,33,False,INVITATION,0,0,0,0
2058,5be58b1a862a4175db81372d,33,4712,33,True,USER,1,0,0,1
2059,5be58cba862a4175db81372e,33,4713,33,True,USER,1,0,0,1
2060,5be58dab862a4175db81372f,33,4714,33,True,USER,1,0,0,1
2061,5be58e94862a4175db813730,33,4715,33,True,USER,1,0,0,1
2062,5be58f8a862a4175db813731,33,4716,33,True,USER,1,0,0,1
2063,5be59bcf862a4175db813732,33,4717,33,False,INVITATION,0,0,0,0
2064,5be59dde862a4175db813733,33,4718,33,True,USER,1,0,0,1
2065,5beecdce34e476084524917f,93,4719,93,,,0,0,3,3
2066,5beed44534e4760845249180,93,4720,93,True,USER,1,0,0,1
2067,5bf29b0634e4760845249181,33,4721,33,True,USER,1,0,0,1
2068,5bf2c36934e4760845249182,33,4722,33,False,INVITATION,0,0,0,0
2069,5bf2c59d34e4760845249183,33,4723,33,False,INVITATION,0,0,0,0
2070,5bf2c88634e4760845249184,33,4724,33,False,INVITATION,0,0,0,0
2071,5bf2ca7a34e4760845249185,33,4725,33,True,USER,1,0,0,1
2072,5bf2cd8d34e4760845249186,33,4726,33,False,INVITATION,0,0,0,0
2073,5bf2cf5934e4760845249187,33,4727,33,False,INVITATION,0,0,0,0
2074,5bf5382034e4760845249188,33,4728,33,True,USER,1,0,0,1
2075,5bf539e034e4760845249189,33,4729,33,True,USER,1,0,0,1
2076,5bf53b5b34e476084524918a,33,4730,33,True,USER,1,0,0,1
2077,5bf53e2734e476084524918b,33,4731,33,False,INVITATION,0,0,0,0
2078,5bf53f4034e476084524918c,33,4732,33,False,INVITATION,0,0,0,0
2079,5bf5410734e476084524918d,33,4733,33,True,USER,1,0,0,1
2080,5bf541ed34e476084524918e,33,4734,33,True,USER,1,0,0,1
2081,5bf542ce34e476084524918f,33,4735,33,True,USER,1,0,0,1
2082,5bf5434d34e4760845249190,93,4736,93,False,INVITATION,0,0,0,0
2083,5bf543c834e4760845249191,33,4737,33,True,USER,1,0,0,1
2084,5bf5477134e4760845249192,93,4738,93,False,INVITATION,0,0,0,0
2085,5bf55b5034e4760845249193,93,4739,93,,,0,0,3,3
2086,5bf5631234e4760845249194,33,4740,33,False,INVITATION,0,0,0,0
2087,5bf5690d34e4760845249195,33,4741,33,True,USER,1,0,0,1
2088,5bf56eea34e4760845249197,33,4743,33,True,USER,1,0,0,1
2089,5bf5709a34e4760845249198,33,4744,33,False,INVITATION,0,0,0,0
2090,5bf575c234e4760845249199,33,4745,33,False,INVITATION,0,0,0,0
2091,5bf5778334e476084524919a,93,4746,93,False,INVITATION,0,0,0,0
2092,5bf5802334e476084524919b,93,4747,93,False,INVITATION,0,0,0,0
2093,5bf5822534e476084524919c,93,4748,93,False,INVITATION,0,0,0,0
2094,5bf6b7fc34e47608452491a0,33,4752,33,True,USER,1,0,0,1
2095,5bf6b92534e47608452491a1,33,4753,33,True,USER,1,0,0,1
2096,5bf6ba0234e47608452491a2,93,4754,93,False,INVITATION,0,0,0,0
2097,5bf6bb1634e47608452491a3,33,4755,33,True,USER,1,0,0,1
2098,5bf6c2a534e47608452491a5,33,4757,33,False,INVITATION,0,0,0,0
2099,5bf6c3d634e47608452491a6,33,4758,33,False,INVITATION,0,0,0,0
2100,5bf6c73c34e47608452491a7,33,4759,33,False,INVITATION,0,0,0,0
2101,5bf6c86d34e47608452491a8,33,4760,33,False,INVITATION,0,0,0,0
2102,5bf6c9a934e47608452491a9,33,4761,33,False,INVITATION,0,0,0,0
2103,5bf6dad034e47608452491aa,33,4762,33,False,INVITATION,0,0,0,0
2104,5bfd1df934e47608452491b2,75,4770,75,True,USER,1,0,0,1
2105,5bfd24eb34e47608452491b3,33,4771,33,True,USER,1,0,0,1
2106,5bfd262b34e47608452491b4,33,4772,33,False,INVITATION,0,0,0,0
2107,5bfd275b34e47608452491b5,33,4773,33,False,INVITATION,0,0,0,0
2108,5bfd288a34e47608452491b6,33,4774,33,False,INVITATION,0,0,0,0
2109,5bfd2a6d34e47608452491b7,33,4775,33,True,USER,1,0,0,1
2110,5bfd2b4e34e47608452491b8,33,4776,33,True,USER,1,0,0,1
2111,5bfd2c7c34e47608452491b9,33,4777,33,True,USER,1,0,0,1
2112,5bfd2da434e47608452491ba,33,4778,33,True,USER,1,0,0,1
2113,5bfd2fb034e47608452491bb,33,4779,33,True,USER,1,0,0,1
2114,5bfd4cf134e47608452491bc,33,4780,33,False,INVITATION,0,0,0,0
2115,5bfd4e5234e47608452491bd,33,4781,33,False,INVITATION,0,0,0,0
2116,5bfd510734e47608452491be,33,4782,33,False,INVITATION,0,0,0,0
2117,5bfd549d34e47608452491bf,33,4783,33,True,USER,1,0,0,1
2118,5bfd558e34e47608452491c0,33,4784,33,False,INVITATION,0,0,0,0
2119,5bfd568d34e47608452491c1,33,4785,33,False,INVITATION,0,0,0,0
2120,5bfd58b634e47608452491c2,33,4786,33,False,INVITATION,0,0,0,0
2121,5bfe98c034e47608452491c3,33,4787,33,False,INVITATION,0,0,0,0
2122,5bfe9b3034e47608452491c4,33,4788,33,False,INVITATION,0,0,0,0
2123,5bfe9dc434e47608452491c5,33,4789,33,False,INVITATION,0,0,0,0
2124,5bfe9eb934e47608452491c6,33,4790,33,True,USER,1,0,0,1
2125,5bfea32f34e47608452491c7,33,4791,33,False,INVITATION,0,0,0,0
2126,5bfea7a034e47608452491c9,33,4793,33,True,USER,1,0,0,1
2127,5bfea8c134e47608452491ca,33,4794,33,True,USER,1,0,0,1
2128,5bfeaa0234e47608452491cb,33,4795,33,True,USER,1,0,0,1
2129,5bfeab9334e47608452491cc,33,4796,33,True,USER,1,0,0,1
2130,5bfeac5934e47608452491cd,33,4797,33,False,INVITATION,0,0,0,0
2131,5bfed71034e47608452491ce,93,4798,93,False,INVITATION,0,0,0,0
2132,5bffbf5534e47608452491cf,93,4799,93,False,INVITATION,0,0,0,0
2133,5bffcea234e47608452491d0,75,4800,75,False,INVITATION,0,0,0,0
2134,5bffead534e47608452491d1,93,4801,93,False,INVITATION,0,0,0,0
2135,5bffed0a34e47608452491d2,93,4802,93,False,INVITATION,0,0,0,0
2136,5c01166c34e47608452491dd,93,4813,93,False,INVITATION,0,0,0,0
2137,5c05381c34e47608452491e0,33,4816,33,False,INVITATION,0,0,0,0
2138,5c0539c534e47608452491e1,33,4817,33,False,INVITATION,0,0,0,0
2139,5c053b7434e47608452491e2,33,4818,33,False,INVITATION,0,0,0,0
2140,5c053d6534e47608452491e3,33,4819,33,True,USER,1,0,0,1
2141,5c053ee034e47608452491e4,33,4820,33,False,INVITATION,0,0,0,0
2142,5c06866434e47608452491eb,93,4827,93,False,INVITATION,0,0,0,0
2143,5c06893434e47608452491ec,75,4828,75,True,USER,1,0,0,1
2144,5c06894a34e47608452491ed,93,4829,93,False,INVITATION,0,0,0,0
2145,5c0692ee34e47608452491f0,75,4832,75,True,USER,1,0,0,1
2146,5c07e31434e47608452491f2,75,4834,75,False,INVITATION,0,0,0,0
2147,5c07ea2134e47608452491f3,75,4835,75,False,INVITATION,0,0,0,0
2148,5c080eb134e47608452491f4,75,4836,75,False,INVITATION,0,0,0,0
2149,5c080fa134e47608452491f5,75,4837,75,False,INVITATION,0,0,0,0
2150,5c08fe6334e47608452491f7,75,4839,75,True,USER,1,0,0,1
2151,5c08ffc634e47608452491f8,75,4840,75,True,USER,1,0,0,1
2152,5c0900a834e47608452491f9,75,4841,75,True,USER,1,0,0,1
2153,5c09014234e47608452491fa,75,4842,75,True,USER,1,0,0,1
2154,5c09025834e47608452491fb,75,4843,75,True,USER,1,0,0,1
2155,5c09037334e47608452491fc,75,4844,75,True,USER,1,0,0,1
2156,5c0903fb34e47608452491fd,75,4845,75,True,USER,1,0,0,1
2157,5c09049b34e47608452491fe,75,4846,75,True,USER,1,0,0,1
2158,5c09086634e47608452491ff,75,4847,75,False,INVITATION,0,0,0,0
2159,5c09099434e4760845249200,75,4848,75,False,INVITATION,0,0,0,0
2160,5c090c4434e4760845249201,75,4849,75,True,USER,1,0,0,1
2161,5c0920c134e4760845249202,75,4850,75,False,INVITATION,0,0,0,0
2162,5c09222334e4760845249203,75,4851,75,False,INVITATION,0,0,0,0
2163,5c09233d34e4760845249204,75,4852,75,False,INVITATION,0,0,0,0
2164,5c09248434e4760845249205,75,4853,75,False,INVITATION,0,0,0,0
2165,5c09257634e4760845249206,75,4854,75,False,INVITATION,0,0,0,0
2166,5c09274634e4760845249207,75,4855,75,False,INVITATION,0,0,0,0
2167,5c09290c34e4760845249208,75,4856,75,False,INVITATION,0,0,0,0
2168,5c092a9734e4760845249209,75,4857,75,True,USER,1,0,0,1
2169,5c092b5a34e476084524920a,75,4858,75,True,USER,1,0,0,1
2170,5c092efd34e476084524920d,75,4861,75,True,USER,1,0,0,1
2171,5c09494734e476084524920f,75,4863,75,False,INVITATION,0,0,0,0
2172,5c094a7e34e4760845249210,75,4864,75,False,INVITATION,0,0,0,0
2173,5c094d3a34e4760845249211,75,4865,75,False,INVITATION,0,0,0,0
2174,5c09508b34e4760845249212,75,4866,75,True,USER,1,0,0,1
2175,5c09542434e4760845249213,75,4867,75,True,USER,1,0,0,1
2176,5c0e48d5a7cd28168d17b4e2,44,4871,44,False,INVITATION,0,0,0,0
2177,5c10e468a7cd28168d17b4e9,75,4878,75,True,USER,1,0,0,1
2178,5c10e5d1a7cd28168d17b4ea,75,4879,75,True,USER,1,0,0,1
2179,5c10e7c6a7cd28168d17b4eb,75,4880,75,True,USER,1,0,0,1
2180,5c10e8fda7cd28168d17b4ec,75,4881,75,True,USER,1,0,0,1
2181,5c10eaf9a7cd28168d17b4ed,75,4882,75,True,USER,1,0,0,1
2182,5c10ec0da7cd28168d17b4ee,75,4883,75,True,USER,1,0,0,1
2183,5c10f003a7cd28168d17b4f0,75,4885,75,True,USER,1,0,0,1
2184,5c10f17fa7cd28168d17b4f1,75,4886,75,True,USER,1,0,0,1
2185,5c10f516a7cd28168d17b4f2,75,4887,75,True,USER,1,0,0,1
2186,5c10f5d2a7cd28168d17b4f3,75,4888,75,True,USER,1,0,0,1
2187,5c10f680a7cd28168d17b4f4,75,4889,75,True,USER,1,0,0,1
2188,5c11131aa7cd28168d17b4f5,75,4890,75,False,INVITATION,0,0,0,0
2189,5c111515a7cd28168d17b4f6,75,4891,75,False,INVITATION,0,0,0,0
2190,5c11189fa7cd28168d17b4f7,75,4892,75,False,INVITATION,0,0,0,0
2191,5c111d7da7cd28168d17b4f8,75,4893,75,True,USER,1,0,0,1
2192,5c111f27a7cd28168d17b4f9,75,4894,75,True,USER,1,0,0,1
2193,5c111fd6a7cd28168d17b4fa,75,4895,75,True,USER,1,0,0,1
2194,5c1129d8a7cd28168d17b4fb,75,4896,75,True,USER,1,0,0,1
2195,5c112b78a7cd28168d17b4fc,75,4897,75,False,INVITATION,0,0,0,0
2196,5c112d05a7cd28168d17b4fd,75,4898,75,False,INVITATION,0,0,0,0
2197,5c11300ea7cd28168d17b4fe,75,4899,75,True,USER,1,0,0,1
2198,5c126746a7cd28168d17b505,75,4900,75,False,INVITATION,0,0,0,0
2199,5c126deea7cd28168d17b507,75,4902,75,False,INVITATION,0,0,0,0
2200,5c128faba7cd28168d17b50d,75,4908,75,False,INVITATION,0,0,0,0
2201,5c13e39fa7cd28168d17b513,75,4914,75,True,USER,1,0,0,1
2202,5c177a5223154975f701131f,44,4915,44,True,USER,1,0,0,1
2203,5c177bbc23154975f7011320,44,4916,44,True,USER,1,0,0,1
2204,5c18e1b223154975f7011321,75,4917,75,False,INVITATION,0,0,0,0
2205,5c19075d23154975f7011322,75,4918,75,True,USER,1,0,0,1
2206,5c191c2523154975f7011323,75,4919,75,False,INVITATION,0,0,0,0
2207,5c1a105623154975f7011324,75,4920,75,True,USER,1,0,0,1
2208,5c1b89ff23154975f7011328,75,4924,75,True,USER,1,0,0,1
2209,5c1bc2b823154975f7011329,75,4925,75,True,USER,1,0,0,1
2210,5c1bd37c23154975f701132b,75,4927,75,,,0,0,3,3
2211,5c1e3f31438fa470c90d934d,75,4929,75,False,INVITATION,0,0,0,0
2212,5c1e433a438fa470c90d934e,75,4930,75,False,INVITATION,0,0,0,0
2213,5c34d6fb1b92ee3a5dd4792c,92,4931,92,True,USER,1,0,0,1
2214,5c35d69b1b92ee3a5dd4792d,75,4932,75,False,INVITATION,0,0,0,0
2215,5c35dba11b92ee3a5dd4792e,75,4933,75,True,USER,1,0,0,1
2216,5c360b07c74abf072a38f95a,75,4934,75,True,USER,1,0,0,1
2217,5c361872c74abf072a38f95b,75,4935,75,False,INVITATION,0,0,0,0
2218,5c371785c74abf072a38f95c,75,4936,75,False,INVITATION,0,0,0,0
2219,5c3740e4c74abf072a38f95d,75,4937,75,False,INVITATION,0,0,0,0
2220,5c374382c74abf072a38f95e,75,4938,75,True,USER,1,0,0,1
2221,5c3751e7c74abf072a38f95f,75,4939,75,True,USER,1,0,0,1
2222,5c375465c74abf072a38f960,75,4940,75,False,INVITATION,0,0,0,0
2223,5c3755a6c74abf072a38f961,44,4941,44,True,USER,1,0,0,1
